date,avg_temp,min_temp,max_temp,precipitation,mosquito_value_house
2021-05-20,18.7,15.6,22.9,0.9,33.1
2021-05-21,16.0,14.2,18.2,6.9,37.5
2021-05-22,18.6,13.8,23.8,0.2,63.1
2021-05-23,19.5,14.3,25.1,0.0,33.8
2021-05-24,19.4,16.4,24.5,0.0,36.3
2021-05-25,15.3,11.9,19.3,8.3,37.9
2021-05-26,18.0,11.5,23.0,0.0,38.2
2021-05-27,15.8,13.9,18.7,8.9,30.2
2021-05-28,15.3,12.4,19.7,12.3,35.2
2021-05-29,15.4,12.8,19.1,0.3,32.5
2021-05-30,18.4,10.8,26.3,18.1,29.7
2021-05-31,19.9,16.5,23.8,4.0,30.8
2021-06-01,20.2,15.9,23.9,3.2,32.8
2021-06-02,23.2,16.6,29.7,0.0,40.7
2021-06-03,19.1,14.6,22.7,18.1,41.6
2021-06-04,18.5,13.3,23.6,0.0,45.2
2021-06-05,20.8,17.0,25.7,0.0,39.2
2021-06-06,23.0,18.4,28.2,0.0,36.2
2021-06-07,21.1,19.4,24.0,0.0,41.6
2021-06-08,23.6,18.8,29.5,0.1,46.2
2021-06-09,25.8,19.5,31.6,0.0,44.5
2021-06-10,24.9,20.5,29.8,6.1,46.8
2021-06-11,21.5,19.9,24.4,4.6,51.8
2021-06-12,24.2,18.2,30.2,0.0,50.8
2021-06-13,24.8,20.9,29.7,0.0,45.4
2021-06-14,24.8,18.9,30.2,0.0,48.0
2021-06-15,22.5,21.5,25.3,1.9,50.6
2021-06-16,24.3,20.3,28.9,0.0,50.0
2021-06-17,21.9,19.6,25.0,0.0,47.7
2021-06-18,20.0,19.0,21.4,6.3,49.8
2021-06-19,22.3,17.5,27.4,0.0,46.0
2021-06-20,22.9,17.6,29.0,0.0,43.7
2021-06-21,23.6,19.2,28.5,0.0,44.7
2021-06-22,22.8,19.7,28.6,0.0,45.0
2021-06-23,22.4,18.8,27.9,7.5,47.9
2021-06-24,23.0,18.5,28.0,0.0,45.1
2021-06-25,24.1,19.5,29.5,0.0,44.5
2021-06-26,22.8,19.9,26.7,4.5,46.4
2021-06-27,24.5,19.8,30.8,38.2,48.4
2021-06-28,23.7,21.0,29.2,0.1,47.2
2021-06-29,23.9,21.3,28.4,8.0,48.3
2021-06-30,24.3,21.0,28.8,6.0,47.4
2021-07-01,26.3,21.4,31.0,0.0,49.0
2021-07-02,27.1,23.6,31.8,0.0,49.9
2021-07-03,22.6,19.6,25.7,60.0,54.2
2021-07-04,21.4,19.8,23.1,21.4,56.0
2021-07-05,23.3,20.1,26.9,0.0,47.6
2021-07-06,25.3,21.0,30.1,0.0,46.5
2021-07-07,26.4,23.9,29.1,12.7,48.6
2021-07-08,26.0,23.8,29.8,2.9,51.8
2021-07-09,25.5,23.6,29.2,0.0,56.6
2021-07-10,25.9,23.1,29.2,0.5,54.5
2021-07-11,25.7,24.1,27.5,0.4,53.5
2021-07-12,28.1,23.8,32.5,0.0,54.8
2021-07-13,28.8,26.3,31.5,0.0,56.0
2021-07-14,29.7,26.1,33.5,0.0,58.5
2021-07-15,29.1,25.9,34.5,0.0,62.0
2021-07-16,28.8,24.2,35.2,0.0,62.8
2021-07-17,29.1,24.7,32.8,0.0,59.7
2021-07-18,29.6,25.7,34.1,0.0,57.9
2021-07-19,26.4,24.0,30.5,67.4,61.6
2021-07-20,27.9,23.6,31.8,0.0,61.8
2021-07-21,30.5,25.3,35.3,0.0,55.1
2021-07-22,31.2,26.5,35.9,0.0,58.7
2021-07-23,31.2,27.2,35.8,0.0,63.5
2021-07-24,31.7,26.9,36.5,0.0,65.2
2021-07-25,31.5,27.2,35.9,0.0,65.3
2021-07-26,31.2,27.4,35.4,0.0,66.2
2021-07-27,31.1,27.8,35.7,0.0,66.2
2021-07-28,30.4,27.1,34.7,0.0,65.7
2021-07-29,29.6,27.0,33.3,0.0,65.1
2021-07-30,30.5,25.8,35.4,0.0,63.8
2021-07-31,29.8,26.8,34.3,3.0,62.7
2021-08-01,27.1,25.1,28.8,21.0,63.4
2021-08-02,26.5,25.0,28.6,1.7,62.3
2021-08-03,28.0,24.1,31.4,0.0,59.3
2021-08-04,28.9,26.3,33.2,0.0,57.5
2021-08-05,29.4,25.6,33.7,0.0,59.4
2021-08-06,28.1,26.0,32.2,0.0,60.5
2021-08-07,28.0,23.4,32.3,0.0,61.6
2021-08-08,26.8,24.4,32.1,12.7,58.9
2021-08-09,28.3,23.3,33.6,0.0,58.4
2021-08-10,27.7,24.3,32.2,0.0,54.6
2021-08-11,27.4,24.1,31.6,0.0,58.0
2021-08-12,26.8,24.0,31.7,0.0,57.5
2021-08-13,26.6,23.4,30.1,0.0,57.2
2021-08-14,26.1,23.4,30.5,0.0,55.1
2021-08-15,26.9,21.7,32.4,0.0,56.2
2021-08-16,27.3,22.5,32.8,0.0,54.0
2021-08-17,25.9,21.9,31.3,9.3,54.6
2021-08-18,24.3,20.6,31.0,5.6,55.5
2021-08-19,26.0,21.0,31.5,0.0,52.5
2021-08-20,26.6,22.6,30.7,0.0,47.4
2021-08-21,23.8,21.0,25.5,62.8,52.6
2021-08-22,24.4,22.4,27.0,0.0,55.5
2021-08-23,22.4,21.0,24.0,7.4,51.9
2021-08-24,23.4,21.1,26.4,10.5,52.2
2021-08-25,25.0,23.5,27.3,0.3,48.8
2021-08-26,25.5,22.9,27.9,0.7,49.5
2021-08-27,22.4,20.4,25.5,0.9,53.9
2021-08-28,23.6,19.7,28.2,0.0,54.9
2021-08-29,23.7,21.9,26.3,0.9,47.2
2021-08-30,24.2,21.2,27.7,0.0,48.2
2021-08-31,20.5,18.1,23.1,77.4,50.7
2021-09-01,21.4,18.5,23.9,0.8,50.8
2021-09-02,23.5,20.7,26.7,0.0,43.5
2021-09-03,24.3,20.6,29.2,0.0,45.6
2021-09-04,23.2,18.5,28.6,0.0,49.5
2021-09-05,23.1,19.4,27.3,0.0,49.4
2021-09-06,22.3,18.0,26.4,12.0,46.4
2021-09-07,19.6,17.6,20.9,29.6,47.5
2021-09-08,22.2,19.0,26.9,1.6,45.8
2021-09-09,23.5,19.1,29.1,0.0,42.9
2021-09-10,23.6,19.5,28.9,0.0,44.9
2021-09-11,24.0,19.9,29.4,0.0,46.9
2021-09-12,24.2,19.2,29.8,0.0,47.4
2021-09-13,24.8,20.8,30.3,0.0,48.2
2021-09-14,24.6,20.0,29.5,0.0,48.4
2021-09-15,23.6,19.5,28.9,0.0,49.9
2021-09-16,22.9,18.0,27.3,0.0,50.1
2021-09-17,23.5,20.5,28.2,0.0,47.4
2021-09-18,23.9,18.9,29.8,0.0,46.8
2021-09-19,23.7,20.8,27.8,0.0,47.9
2021-09-20,23.7,19.0,28.4,0.0,47.4
2021-09-21,22.0,17.4,26.2,68.1,49.0
2021-09-22,20.2,16.8,24.3,4.5,48.3
2021-09-23,20.9,16.9,25.9,0.0,45.0
2021-09-24,21.8,16.7,26.9,0.0,41.1
2021-09-25,21.2,18.7,23.1,0.0,41.7
2021-09-26,22.6,18.4,27.3,0.0,43.6
2021-09-27,21.6,18.7,25.0,0.0,45.8
2021-09-28,21.5,19.6,24.4,1.3,45.8
2021-09-29,20.2,17.8,21.4,13.1,45.0
2021-09-30,20.3,16.0,25.9,0.0,45.4
2021-10-01,21.1,16.9,27.5,13.3,44.3
2021-10-02,20.7,16.4,26.6,0.0,39.7
2021-10-03,22.3,17.1,28.8,0.0,40.6
2021-10-04,22.9,19.2,25.6,3.6,40.2
2021-10-05,23.6,21.7,26.5,0.0,43.2
2021-10-06,18.8,17.9,21.7,6.4,48.7
2021-10-07,19.4,17.9,21.9,4.6,50.1
